"DateTime","Futures","Perpetuals"
"2024-05-26 18:35:00",4210905903.56,139326585351.68
"2024-05-27 07:10:00",4229924222.78,142937383337.49
"2024-05-27 19:45:00",4304522393.1,150716696652.81
"2024-05-28 08:20:00",4240141086.01,154358563922.55
"2024-05-28 20:55:00",4259244624.95,156426501016.36
"2024-05-29 09:30:00",4289402295.16,154183027254.11
"2024-05-29 22:05:00",4248446524.69,146358885560.83
"2024-05-30 10:40:00",4281233619.23,151958095004.02
"2024-05-30 23:15:00",4338678389.98,156350107276.68
"2024-05-31 11:50:00",4073570272.02,152947167693.83
"2024-06-01 00:25:00",4125271425.66,153155480555.4
"2024-06-01 13:00:00",4138667170.37,154477577919.09
"2024-06-02 01:35:00",4148839094.7,143219161533.74
"2024-06-02 14:10:00",4136843425.04,143677357484.46
